평점,리뷰
5.0,"잔잔한 호수에 던져진 돌맹이 하나.
-2018년 9월 23일~25일 봄-"
4.5,"한시도 마음을 놓을 수 없는 수 많은 반전
그 누구에게도 마음을 줄 수 없게 만드는 잔혹한 게임에 당신도 어느샌가 왕의 마음가짐을 갖게될지도 모른다"
4.0,다 죽여버리겠다!!!
4.5,아 봐야되는데 진짜 언제보냐 일단5점
5.0,프리즌 브레이크 이후 몰입해서 본 첫 미드
4.0,장대한 서사의 시작. 지루하다고? 시즌 1만 버텨봐라.
5.0,"질질끄는면도 있지만 그래도 이게 드라마라고? 
말도 안돼"
5.0,끝나지 않은 레전드 HBO에 경외를
5.0,"지인의추천으로 보게된 드라마
아 잠 다잤다
판타지, 세계관 관심없는내가 빠져들기 시작한
영화 퀄리티의 드라마"
5.0,스포일러가 있어요!! 보기
5.0,사건은 예상치 못하게 흘러간다. 왕좌를 향한 욕망은 날 것이지 않은가?
4.0,진짜 재미있어요
4.0,웅장함을 사랑한다면 한번쯤은.
5.0,예측불허 통수의 게임
5.0,전쟁 영웅들도 음모술수 한방에 대가리 짤리는 드라마
5.0,"망설일 필요가 있을까?
두번 다시 보기 힘든 명작이다.
이미 알만한 사람은 다 알겠지만.
소설원작으로 인물, 가문, 종교, 풍습등 세계관을 보면 작가할아버지가 다른세상을 엿보는게 아닐까 생각이 들정도로 완성도가 높아 마치 그 자체로 한 세상같다.
특히 거의 모든 드라마가 그렇듯, 특정 한둘의 인물에게만 초첨을 두지 않고, 다양한 인물들을 개연성 있게 표현하는 점이 좋다. (인물이 많아서 햇갈려하는 사람도 있다)
시즌 후반으로 가면 드라마가 원작의 진행도를 따라잡는다. 그래서인지 중간에 원작과 다른부분이 있는데 그것도 마음에 든다. 마치 여러 가정을 보는것같아서.."
4.0,Legend is coming
5.0,전설의 시작
5.0,이제 시작인듯
5.0,명예로운 바보 네드스타크!! 이 사단은 다 너때문이다!!
5.0,내가 제일 빠졌던 미드 또한 현재진행형
3.5,겨울이 오고있다면 방안에서 왕좌의게임을 보면된다 그럼 겨율이 끝나있을것이다.
5.0,어디까지 죽일 셈인가. 와우.
5.0,해리포터 이후 첨으로 나를 매료시킨 세계관
4.0,미쳤어 최고야
3.5,판타지 드라마임을 가장 마지막 화에야 알 수 있었다.
4.5,장엄한 국가들의 서막
4.0,최고 그자체
5.0,1시즌 마지막은 진짜 못잊을듯. “이게 끝??? 헐 뒤에꺼는??” 1년뒤에 나온다는 것을 알았을 때의 절망감..
4.5,"웅장한 오프닝과 그에 걸맞는 내용. 잘 짜여진 각본. 다만 성인 이용가인지라 잔인하기도 잔인하고 지나치게 선정적인 씬을 넣는 경향이 없지 않아 있다. 그래도 그걸 상쇄할만큼 스토리를 긴장감있게 잘 풀어낸다. 중세 판타지치고는 여성 캐릭터 활용이 나쁘지는 않은 편이다. (여전히 많은 것이 남성 캐릭터 중심이긴 하지만, 오히려 현실적이긴하다.) 특히 대너리스의 각성이 인상 깊다.
장르는 중세 정치극.(용과 언데드가 나오는 걸 보면 약간의 판타지가 가미되었으나, 그것이 메인은 아니므로) 왕과 영주들의 싸움의 치밀한 전개, 한 번 시작하면 꼭 피를 봐야 끝나는 중세 특유의 전개. 그것이 미개하다면 미개할 수도 있겠지만, 덕분에 이야기는 많은 죽음과 그에 선행되는 전투와 정치극으로 풍성해진다. 스케일이 대단한데, 소설도 꼭 한 번 읽어보고 싶다. 용두사미가 아니길. 시즌 2도 기대된다."
5.0,"시즌 6까지 여기서 보고 시즌7은 블로그에서 봤어요
처음에  왕좌의 게임을 처음접한게 재작년이였는데
시즌도 많고 1화가 명성에 비해 재미가 없어서 안보다가 한달전에 봤는데 3주만에 다보고 지금은 원작을 빌려서 읽고있습니다! 드라마로 다보고 책으로 읽으니까 더 재밌네요♡ 책 다읽고 다시정주행 할거에요!ㅜㅜ 제발 시즌8빨리 나왔으면 좋겠어요 ㅠㅠ"
5.0,ㅡI want you to fuck me like it's my last night in this worldㅡ
4.5,재밌긴한데 명성만큼인지는 잘...
4.0,"치밀한 전개, 연출 눈을 뗄 수 없다. 
정의는 무엇일까"
보고싶어요,너무 야해
4.0,"전설의시작, 죽고 죽이는 웨스테로스 철의왕좌를 놓고 벌이는 통수대결 .. 누가누가 상대 뒷통수 잘때리나 싸움"
4.5,전설의 시작
5.0,"9 암덩이 1 사이다의 조합
근데 마약 존나 마약
+
이 작품 이후로 숀 빈이 사망전문배우인걸 알게됨"
3.5,지금에서야 왕좌의 게임을 만나다니..
4.0,Waiting for season 7th
4.5,대 서사의 시작.
5.0,이건 또 언제시작하지...
4.5,미루고 미루다가 보게 됐는데 왤ㅋ ㅔ 잔인하죠....
5.0,아니 정을 줄려하면 다 죽어버리니 시즌1 맞는건가...
5.0,네드 스타크가 쏘아올린 크다란 공
5.0,영화에 반지의 제왕이 있다면 드라마에는 왕좌의 게임이 있다.
5.0,이거 왜 보라했어?
4.0,"중세어느 시대의 정치드라마
판타지란 이름엔 조끔 부족했던 시작"
5.0,"단 한명의 이야기를 만들때도 그 사람이 사는 우주를 만들수 있어야 진짜 좋은 스토리텔러라고 했다.
그 말을 그대로 보여주는 작품이다."
5.0,두번째 보면 더 재밌다
5.0,이때만 해도 이걸 왜 보는지 몰랐는데..
5.0,호 도
5.0,역시구나...
4.0,"이것은 5점만점에 6점인 드라마다
.
1화부터 10화까지 입을 다물어본적이 없고
다음화를 누르는 손이 떨린다
보고나면 나는 앉아있지만 칼로리가 소모되는 마법
.
18년 3월7일"
5.0,숀빈....
4.0,180321
3.5,시즌1 : 마스터피스
4.0,"가상의 대륙, 허구의 역사를 공부하게 될 줄이야..."
4.5,화려한 서막의 시작.
4.5,캐틀린이 하라는 대로만 했어도....
5.0,흥미를 이끌기 좋은 시작
4.5,재밌는데 왜 죽였냐?
4.5,휴학하고 왕겜 보고싶다 지금 내 심정이 그래
5.0,"왕좌의 게임에선 권력을 쟁취하는 것도, 살아남는 것도, 주인공도 따로 없다는 것을 보여주는. 충격적인 시즌1. 시즌 1이 이 정도면 이후는 어떨지 난장 예상해본다."
4.5,갓갓갓
5.0,"뭐야, 이렇게 죽어도 돼?"
4.0,모든게 하나씩 맞춰지고 있다. 마치 칠왕좌처럼
4.0,"내가 이걸 보기 전까지 나를 부러워하신 분이
계셨다. 
죽기 전에 재밌는 거 하나는 남아있다고
그 분을 생각하면서 보기 시작했는데 너무 재밌자냐......"
5.0,최고
4.0,"아 빠져든다, 예측할수없는 전개
역사, 심리에 좀비물까지 겸비한 판타지 대서사극.."
5.0,흥미진진 그 자초ㅣㅔㅔㅔㅔ!
5.0,핵....잼
3.0,인생드라마다
5.0,내가 알고 있던 모든 편견과 스케일을 깨부시는 작품
5.0,Winter is coming
4.0,으아아앙 이걸이제 보다니!
5.0,이 드라마를 내가 이 나이에 볼 수 있어서 감사하다
4.0,밥먹으면서 편하게 볼까? 생각했다가 밥맛 다 떨어졌다
5.0,조프리 개새끼야
5.0,이건 정말 미쳤어....
4.0,"명성이 자자하고 궁금해서 봤다. 시즌1은 잘 모르겠다였는데 그 뒤 시즌들을 보면서 최신화까지 결국 다 보게 되었다. 
이 드라마엔 모든 장르가 다 있는 것 같기도"
4.0,일단 보면 도저히 멈출 수 없음.😏
4.5,꿀잼
4.0,숀빈. 에다드 스타크가 주인공이 아니었어! 자극적인 장면이 과하지 않고 하나의 새로운 세계가 창조되었다.
3.5,이건 미쳤다.. 정주행 시작
4.0,이걸 보는게 아니었어 ...
5.0,살다살다 이렇게 자극적이며 재미있는 드라마는 처음 본다.
5.0,무심코 봤다간 큰일난다
4.5,책을 상상하는데 지대한 공헌을 드라마입니다. 와.
5.0,위기의 순간마다 최고의 몰입도를 만들어준다 오늘은 또 누가 죽을까
4.0,머리터질거가튼데 재밋어서 그냥 머리터질래
5.0,따단 따다다단 따다다단~
5.0,"별 재미는 없는데, 하면서 이틀 만에 시즌3 보고있음 뭐지 이거. 다들 섹스에 미쳐있단 것만 알겠음"
3.5,딱 3시즌 까지만
5.0,"인물관계도 그려가는 재미가있다.
자막하나 놓치지 말것!"
4.0,갓갓
2.0,재미있고 흥미롭지만 여캐 취급 좀 ;;
5.0,"갓띵작
👱‍♀️🐉🐉🐉 응?"
4.0,이걸 왜 이제봤을까 최애 드라마인데 캐릭터한테는 애정을 주지말래서 안줘야지...
4.5,처음엔 드라마 이름이 좀 유치하네? 라고생각했다. 그러나 완주하고 제목 제대로 지었다는 생각했다.
5.0,조프리 개새끼
4.0,"꽤나 많은 등장인물들에게
각각의 사연과 내용을 부여하여 심심하지 않고
또한 판타지,정치,현실들을 적절히 조합해 만들어놓은
맛좋은 주먹밥같다."
5.0,마지막 대너리스 소름
5.0,"특별나게 재밌다 싶은 건 없지만
바로 다음화 재생을 누르게하는 재주만은 인정"
4.5,"탐욕과 광기로 가득찬 이 싸움이 도대체 어디가 재미있다는 건지..
이미 시작했으니 보긴 본다만"
4.5,손에 좋아하는 과자를 들고 빠져들 준비만 하면 되는 판타지
5.0,내 최애가 언제 어떻게 죽을지 궁금해진다.
4.5,wow........
5.0,주말 삭제
5.0,곰이 여우를 만난다면 / 세상에 믿을 사람 없다.
4.0,겨울이 오고 있다. 싹뚝.
5.0,각자만의 신념을 동력으로 삼는 피의 판타지
5.0,조프리 총으로 때리고싶다
4.5,멈추지 못하는 서사극에 시작
5.0,전설의 시작
4.5,"하루종일 시즌 1 달렸다,,
그렇게 대너리스는 내 최애캐가 되었고
매 시즌마다 최애캐 바뀌는 맛 쏠쏠할 듯"
5.0,안본눈 삽니다..
4.0,"주인공이 넘나 많아 이해하기 어려울것처럼 하더니 보고나니 기억나고 2기가 기다려지던 드라마
다음편. 넘나 보고싶은것"
4.5,"1. 왓챠플레이가 HBO라니..♥
2. 용엄니의 탄생! 아 롭이랑 존이랑 너무 잘생겻어...후후"
5.0,재밌다
4.5,"재미, 몰입, 연기, 연출 모든 것이 완벽한 작품 대서사의 시작"
5.0,이야기 첫 스타트 !
3.5,"시즌 1만 봤는데도 이렇게 많은 이야기를 알게 되는데
이게 시즌 7까지나 있고 8은 내년에 나오다니..
내년까지 이 세계 안에서 살겠구나 ㅎㅎㅎ 
넘나 좋다 ㅠㅠ"
5.0,시즌 1이 가장 재미있었나
4.5,잔인하고 야한 장면들이 많지만 드라마 안에 녹아들어서 5점짜리가 만들어진 것 같다. 시나리오 예술이고 흠잡을 곳이 없다. 다음편이 매우 기다려 지며 보는 내내 지루함을 찾을 수 없다.
5.0,스케일 장난 아니네.
5.0,"드라마를 좋아하게 됐다.
매 편이 박진감 넘치고 놀랍고."
5.0,밤샘 is comming.
5.0,눈물과 안습의 스타크가문 몰락기.
4.0,윈터 이즈 커밍
5.0,살아남는 자들의 이야기. 풍부한 스토리에 눈을 돌릴 수 없다.
4.0,갓..
0.5,드라마 역사상 최고의 작품중 하나로 남지 않을까
5.0,"그냥 판타지 물이라 생각했는데 복선, 갈등구조가 시즌 끝까지 밀고가는게 장난아님"
4.5,그 어떤 수식어도 필요없는...
4.5,갓-갓
3.0,왕좌의게임은 판타지 그 이상
4.5,이름 외우기 넘 어렵고 대존잼
3.5,"현실적인 중세판타지 드라마.
저도 처음에 볼때 집중이 안되서 못보고 다시도전하고 그랬는데
급 빠져들기 시작하더니 최애 미드가 되어 버렸습니다.."
3.0,"늘어지기 전, 순수할 때, 원래 그럴 때가 최고"
5.0,"롱소드 휘두르고 레벨업하고 용이 불쏘고 마법 뿅뿅 쓰는 판타지를 기대했는데
얘기하고 떡치고 얘기하고 떡치고 무한반복
한 시즌 내내 캐릭터 설정 설명만 듣는거같다"
4.0,"용의 부활
북부 전쟁의 시작"
3.0,"1화의 지루함을 참고 보기로한 2화
그리고 사라진 내 시간들"
5.0,말해서 뭐하랴. 중세시대 배경 판타지라면 이 정도는 해줘야지.
5.0,드래곤의 딸 이야기만 합쳐서 보고싶었다.
4.5,조금은 지루하지만 다음캐릭터들의 기대감으로 계속 볼만하다
5.0,명불허전. 19금 미드의 전설답다.
3.0,대너리스..🤭
5.0,드라카리스
5.0,"드디어 입문
오늘 자로 보기 시작함."
3.0,"너무 큰 기대를 해서 그런가 
지루하다 시즌 2는 볼거지만"
5.0,말이 필요없는 과거 현재 미래 최고의 드라마
4.0,컨텐츠/영상미 더베스트
3.5,전쟁의 서막을 연 망할 조프리
5.0,여기에 4점을 준 나는 대체 무슨생각을 하고있었나
5.0,재미는 있는데 감동은 없다. 같은 시간 동안 영화를 서너편 보는게 차라리 더 낫지 않았을까 싶다.
5.0,짱
5.0,‘TV 드라마’의 궁극체.
3.0,쓸모없는 섹스신이 뭐 그렇게 많은지
4.5,"최고의 미드
한 편 한 편이 영화
오프닝 음악만 들어도 설렘"
5.0,별 거 아닌 줄 알았던 사건이 엄청 부풀어서 당황스럽고 중요한 인물이라 생각했는데 검은 거침없다 ㅋㅋㅋ
4.5,이땐 이렇게 재밌을줄몰랐지
5.0,Winter is coming.
5.0,이걸 이제 봤다니!
5.0,제발 참고 계속. 보세요
5.0,마지막회충격을 잊을수가없다
4.5,난 시즌1만 가지고는 아직 왜 사람들이 그렇게 열광적인지 모르겠다. 그래도 몇 시즌은 더 보겠다.
5.0,각오하고 시작했는데 역시나 난 노예가 되었어..
3.0,좋아하는 캐릭터가 생기면............💧
5.0,존스노우랑 산사 암유발자
4.5,유돈노나띵존쓰노우
4.0,재밋음 근데 솔직히 시즌1은 루즈함 2부터 포텐터짐
5.0,저시대나 지금이나 다를게 뭔가
5.0,모든 캐릭터에 감정이입이 된다
3.5,"수많은 인간군상 그 적나라한 모습을 보는듯하다.
Dragon is Coming"
4.0,이때는 모든게 완벽했다
5.0,노잼구간 진입장벽 있지만 초반이니까..
5.0,빌드업을 위한 이야기...
4.0,클리셰를 쳐부수다.
5.0,Not today.
5.0,숀빈을 이렇게 보내버리네
4.0,시험기간에 잠깐 머리식히려고 봤다가 내 시험 말아먹게 만든 드라마. 도저히 멈출수가 없었다.
5.0,첫 시즌이지만 화려한 화면과 충격적인 스토리라인... 앞으로 더 기대됨. Winter is coming
4.5,"주말동안 시즌 1 순식간에 타파ㅜ 도대체 누가
살아남는거야 나는 아리아 밀래."
3.5,존잼
4.5,정말 잘만든 드라마... 영화보는듯 합니다.
1.0,#3 Winter is coming.
5.0,최고의 미드 끝판왕
5.0,Winter is comming
5.0,앞으로 이어질 내용을 위한 포석
4.5,친구한테 추천중
3.5,6년동안 이거 안 보고 뭐했는지 굉장히 의문
5.0,아 머 생각보다 별로 안 죽는데? ¯\_ (ツ) _/¯ 
5.0,전설의 시작
3.0,1화까지 평점
5.0,모든 이야기의 준비
3.5,전설의 시작 정주행 완료!
3.5,아리아 너무좋으뮤ㅠㅠㅠ
5.0,봐선 안됐어ㅠㅠ 이제 틀렸어...
4.0,돌이켜보면 첫 시즌은 그냥 간간히 나오는 야한 장면에 참으면서 봤다.
5.0,"반지의 제왕 시리즈 해리포터 시리즈가 끝났을 때 
너무 슬프고 무서운 기분이 들었다.
처음으로 인생을 오래 살았구나 라는 생각도 했었고...
뭐 할튼 왕좌의 게임이 나와서 참 좋다."
3.0,네드 스타크를 위해 건배
4.0,어떤 게임보다도 버라이어티하고 헤어나오기 힘든..
5.0,재밌어요
5.0,"유명해서 시작하는데 시즌1,2까지는 다소 조금 지루한 부분도 없잖아 있다. 그러나 그것은 잠시뿐... 미로에 갇혀서 헤어날 수 없게된 최고의 미드!"
3.5,세계관 구성. 설명. 인물. 정말 노력의 흔적이 느껴지는 판타지 드라마. 다만 서사를 전달하는 힘이 조금은.
4.5,"오, 이 드라마의 주인공은 에다드 스타크인가보군"
3.0,"셜록 이후 두번째로 빠지게 된 외국드라마, 현실주의 지향자인 나에게 맞지 않는 판타지물이지만 이상하게 끌리게 계속 보게된다. 잔인함속에 애틋함이 있는 작품. 몇번 볼것 같다"
5.0,짱짱
보고싶어요,재밌대서 보는데. 언제 재밋나.
5.0,선정적이고 폭력적인 부분이 많지만 다 필요한 요소로 기능하는 스토리. 마지막 시즌 시작 직전에 처음 본 나에게 박수를ㅠㅡㅜ
4.0,"앞의 어려운 인물도는 보다보니 이해가 갔고
10화 마지막 장면에서 소름이 돋았다 끼아"
4.5,이렇게 왕겜 정주행이 시작된다
4.5,시즌1 살짝지루.. 기억에남는건 새끼 다이아울프..기여워..
5.0,"마지막 장면을 본 순간 각잡고 정주행, 강제 정주행."
5.0,"재미가 없는 건 아닌데, 불필요하게 선정적이고 등장인물도 과하고 전개도 복잡하고...."
5.0,"""발라 모르굴리스"""
4.5,으헤헤 예상별점 5점을 보면 이렇게 설렐수가
5.0,피날레 에피소드를 이렇게 잘 만드는 드라마의 다음 시즌을 어떻게 안 기다리고 배길수 있겠음?
4.0,조프리 역할 맡은 배우가 연기를 너무 잘해서 조프리를 한 대 때려주고 싶었다.
4.0,"이게 드라마지! 라기 보단
이게 드라마야? 라는 반응."
5.0,시즌3까지는보고 판단하자
5.0,"아. . .  진정 최고의 미드 아니,  소설?  영화?  한가지로 단정지을수 없는 그 무한함! 유일한 단점은 BGM이. . . 왕좌의 게임이여 영원하라~~~~"
5.0,시즌5까지 다 봤는데 6부터는 영화관에서 돈주고 보라해도 볼 거 같다.
5.0,숀빈이 마지막에 목잘리는거 보고 충격안받은사람있나?
4.0,중세 판타지 b
5.0,오!
5.0,앞에 3화만 참고보면 핵꿀잼
5.0,걸작의 시작
5.0,정직한 사람들의 시대는 갔어~~ 파멸의 시작을 알리는 시리즈의 가장 중요한 시즌1!!!!
4.0,"상상이상의 스케일, 배경, 가문. 잔인하고 야하지만 그것들이 기억나지않을만큼 멋진 스토리가있다. 주인공같은 인물이 죽고, 용의 어머니가 태어나며 전설이 시작되었다"
5.0,캐릭터에 정주지 마세요. 그 편이 정신건강에 좋습니다. ㅎㅎㅎ
4.5,얼음과 불의 노래
5.0,이런 스토리를 만드는건 팀이 아니면 불가능 했으면 좋겠다
5.0,일등
5.0,스타크
5.0,주인공이라고 안죽을것같니
4.5,주인공이라도 죽음을 피해갈수 없는 드라마
5.0,"어른들, 마니아들을 위한 최고의 하드코어 판타지 컨텐츠의 서막. 이름에 걸맞는 첫걸음."
5.0,대너리스!
5.0,"시즌이 계속 될수록 1,2시즌만큼의 몰입도나 재미가 떨어지는건 내용의 흐름때문이겠지.. 아아 충격적이던 피의 결혼식"
4.0,이 때만 해도 .... 아니다 .........
4.5,대! 너! 리! 스! 하악하악
5.0,속고 속이는  반전에반전 을  보다보면  ...
5.0,지금까지 보았던 중세 판타지 작품에서 뭔가 부족하다고 생각했던 것들을 해소시켜 주었습니다.
5.0,완전 고퀄리티의 티비쇼. 다만 수많은 캐릭터가 등장해 딴 짓 하면서 보면 훗날 다시 봐야만 하는 참사가...
5.0,피날레의 에다드 스타크를 보고 <왕좌의 게임>의 흐름에 눈치 챘어야 했다.
4.5,"1, 2편을 보다 만 사람은 있다. 
하지만 3편까지만 본 사람은 없다."
4.5,대서사의 시작
5.0,이땐 재밌었지
5.0,"""오늘은 안돼"""
5.0,너무 재밌다....
5.0,미친 드라마
4.5,"초반에 약간의 지루함.
하지만 모든걸 잊게한다."
5.0,잔잔히 흘러가다 졸린다 싶을때면 외마디 비명으로 내년을 기약하다
5.0,이건 판타지가 아니라 판타지 세계관을 빌려 역사와 정치를 얘기하는.. 오타쿠 주의보!!!
4.5,"주인공은 누구인가
실제 역사와 같은 전개, 누구라도 죽일 수 있다는 긴박감"
5.0,내 평생 최고의 미드 중 하나!!! 매년 기다리고 있다
4.5,"책을 닳도록 보았던, 혹시나 했던 HBO가 드디어."
5.0,"소스라치는 전개.
뭐라 평가할 수 없는 드라마의 스케일."
5.0,Winter is coming.
5.0,이런 수준의 드라마라니
5.0,You know nothing jon snow
5.0,아니 나는 그분이 주인공인줄 알았지..
